"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","Avg DCV","Delta Return"
"mrg","7.60","13.35","28.00","0.83","17.1K","11.0K","-38.6%","-29.2%","55.8M","4.18M","900.0K","none","none","none","-0.47","0.70","-0.47","57.31","0.39","none","19.15","0.23","245.5M","24.5M","3.23M","1.3%","1.9%","Dec 31","none","2.66%","none","0.66","none","1.62M","34.0K","3.8%","35.0K","2.27","15.0K","13.10","11.45","-12.60","1.61","119210.00","-14.20"
"mrge","0.469","4.11","4.50","1.33","23.4K","47.0K","+674.0%","+793.4%","25.2M","6.13M","4.00M","none","none","none","0.67","-0.22","0.05","2.23","0.17","6.16","none","1.85","14.7M","-43.0K","-1.14M","-6.6%","-5.5%","Dec 31","none","-10.13%","-29.34%","1.23","0.33","1.06M","1,000","0.0%","0","0.03","37.0K","4.40","5.20","18.18","1.61","363440.00","16.57"
"mrgo","1.625","3.88","5.10","-0.67","818","0","+24.2%","+43.3%","7.31M","1.88M","600.0K","none","none","none","2.88","-0.44","0.01","7.84","0.59","1.35","none","0.49","15.0M","182.0K","-821.0K","-5.5%","-1.9%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","4.10","3.50","-14.63","1.61","4920.00","-16.24"
"mria","3.50","5.74","5.80","-0.06","3,182","1,000","+12.0%","+29.3%","15.9M","2.77M","1.20M","0.20","3.48%","none","9.89","-0.21","-0.14","20.64","2.86","0.58","none","0.28","57.1M","-1.05M","-571.0K","-1.0%","-1.8%","July 28","none","none","none","none","none","none","none","none","none","none","none","5.55","5.55","0.00","1.61","2775.00","-1.61"
"mrk","60.35","67.75","95.938","0.51","5.11M","5.08M","-25.2%","-13.7%","154.1B","2.27B","2.25B","1.40","2.07%","none","6.75","3.08","0.84","19.96","1.69","10.04","22.01","3.40","46.6B","11.7B","7.19B","15.4%","22.0%","Dec 31","none","17.65%","48.99%","1.09","0.62","3.85B","15.8M","0.7%","16.9M","3.46","4.57M","68.50","58.80","-14.16","1.61","353151750.00","-15.77"
"mrm","7.90","9.04","24.79","0.88","4,318","6,000","-55.4%","-48.5%","24.0M","2.65M","1.00M","none","none","none","8.30","0.04","-0.08","9.41","0.35","1.09","251.11","0.96","25.4M","68.0K","117.0K","0.5%","-0.3%","Dec 30","none","none","none","none","none","none","none","none","none","none","none","9.04","11.59","28.21","1.61","0.00","26.60"
"mrnt","4.00","6.49","8.688","1.50","6,682","9,000","+18.0%","+36.2%","166.5M","25.7M","24.1M","none","none","none","4.14","0.46","0.01","10.47","2.64","1.57","14.26","0.62","278.4M","14.4M","11.5M","4.1%","2.7%","Apr 30","none","4.73%","9.46%","1.52","0.02","67.7M","6,000","0.0%","4,000","0.86","7,000","6.30","7.85","24.60","1.61","52920.00","22.99"
"mro","24.95","27.40","33.73","0.89","1.39M","1.60M","+1.5%","+17.1%","8.48B","309.4M","290.8M","0.92","3.36%","none","19.32","3.15","0.62","110.82","1.66","1.42","8.71","0.25","34.3B","3.71B","973.0M","2.8%","6.6%","Dec 31","none","6.13%","17.84%","1.28","0.27","512.0M","1.65M","0.6%","3.32M","1.29","1.29M","27.67","30.00","8.42","1.61","50771683.00","6.81"
"mroe","7.875","11.75","12.45","0.26","1,091","0","+38.2%","+59.6%","71.7M","6.10M","4.90M","0.44","3.75%","none","6.55","0.93","0.23","5.26","4.20","1.79","12.63","2.23","32.3M","none","5.71M","17.7%","none","Dec 31","none","1.27%","14.79%","none","none","none","none","none","none","none","none","11.65","10.75","-7.73","1.61","29125.00","-9.33"
"mroi","6.75","17.00","18.125","1.81","94.8K","244.0K","+80.1%","+107.9%","377.8M","22.2M","13.3M","none","none","none","5.54","-0.70","-0.09","8.37","2.14","3.07","none","2.03","185.4M","-6.19M","-15.5M","-8.3%","-11.2%","Sep 30","none","-8.77%","-12.09%","2.05","0","47.6M","126.0K","0.9%","124.0K","1.17","108.0K","19.30","23.38","21.14","1.61","25205800.00","19.53"
"mrr","10.80","14.20","14.40","0.11","29.0K","37.0K","+21.5%","+40.2%","212.0M","14.9M","10.3M","1.18","8.31%","none","6.90","0.94","0.25","4.01","0.12","2.06","15.04","3.54","61.3M","45.9M","13.4M","22.4%","28.6%","Dec 31","none","3.69%","13.75%","none","2.29","1.71M","162.0K","1.6%","155.0K","5.40","30.0K","14.07","15.60","10.87","1.61","143514.00","9.27"
"mrsa","0.57","0.88","1.75","0.33","2,182","1,000","-14.6%","-1.5%","6.42M","7.30M","2.30M","none","none","none","0.84","-1.35","0.24","5.20","0.12","1.05","none","0.17","38.4M","-2.33M","-10.6M","-27.5%","-6.3%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","0.67","0.74","10.45","1.61","24656.00","8.84"
"mrti","5.00","11.45","11.75","0.18","455","0","+65.0%","+90.5%","11.9M","1.04M","800.0K","0.80","6.99%","none","10.47","1.28","1.13","3.31","3.82","1.09","8.94","3.46","3.44M","1.49M","1.33M","38.7%","5.6%","Dec 31","none","7.83%","12.97%","none","0.57","3.98M","0","none","0","none","0","11.448","12","4.82","1.61","17172.00","3.21"
"mrtn","10.00","17.00","19.00","0.33","591","0","+49.5%","+72.5%","71.1M","4.18M","800.0K","none","none","none","16.95","1.74","0.38","67.01","none","1.00","9.79","0.25","282.8M","43.9M","7.32M","2.6%","6.1%","Dec 31","none","3.50%","10.86%","1.68","1.04","none","0","none","1,000","none","0","17","17.70","4.12","1.61","1700.00","2.51"
"mrvc","2.25","4.761","23.75","2.97","1.06M","1.52M","-72.8%","-68.6%","368.9M","77.5M","65.1M","none","none","none","8.28","-3.74","-1.16","4.75","2.06","0.57","none","1.00","357.0M","-182.3M","-283.0M","-79.3%","-82.1%","Dec 31","none","-27.50%","-39.10%","3.26","0.26","159.5M","6.83M","10.5%","6.21M","7.11","960.0K","4.45","4.24","-4.72","1.61","2686020.00","-6.33"
"mrvl","7.938","31.54","42.00","none","1.90M","3.06M","+7.1%","+23.7%","3.67B","116.3M","58.2M","none","none","none","18.62","-5.63","-0.92","2.37","1.85","1.69","none","13.29","251.8M","-225.1M","-554.9M","none","none","Jan 27","none","none","none","none","none","none","none","none","none","none","none","31.34","35.82","14.29","1.61","117101910.00","12.69"
"mrvt","5.00","8.37","18.50","1.08","78.8K","46.0K","-53.3%","-46.1%","156.7M","18.7M","13.9M","none","none","none","-0.56","-1.13","-0.26","0.23","0.46","none","none","37.20","4.18M","-12.6M","-20.9M","none","none","Dec 31","none","-83.52%","none","5.22","none","8.56M","983.0K","7.1%","1.14M","12.60","78.0K","8.60","9.61","11.74","1.61","1400940.00","10.14"
"mrx","31.00","59.10","66.75","0.84","222.0K","220.0K","-9.8%","+4.1%","1.79B","30.3M","18.8M","none","none","none","17.05","1.69","0.44","5.46","11.58","3.47","34.89","10.83","173.1M","73.8M","53.7M","31.0%","37.9%","June 30","none","10.08%","10.99%","9.09","0","349.6M","1.26M","6.7%","1.32M","5.21","242.0K","59.09","64.59","9.31","1.61","4691746.00","7.70"
"mrxx","0.22","0.40","4.188","1.34","13.0K","29.0K","-88.4%","-86.6%","2.94M","7.34M","4.50M","none","none","none","-1.82","-3.42","-1.27","0.04","1.27","none","none","10.73","274.0K","-22.5M","-25.1M","none","none","Dec 31","none","none","none","none","none","none","none","none","none","none","none","0.35","0.51","45.71","1.61","5985.00","44.11"
"mry","0.60","1.26","1.75","0.92","11.6K","23.0K","-8.4%","+5.8%","29.9M","23.7M","12.8M","none","none","none","0.54","-0.07","0.06","1.34","0.09","2.36","none","0.94","31.3M","-625.0K","-1.41M","-4.5%","-3.4%","June 30","none","-7.61%","-13.76%","1.63","0.31","2.08M","1,000","0.0%","1,000","0.06","18.0K","1.30","1.18","-9.23","1.61","11440.00","-10.84"
"mryp","5.00","7.80","8.37","-0.50","1,182","1,000","+45.1%","+67.5%","21.1M","2.70M","1.60M","none","none","none","5.19","0.80","0.51","9.34","0.96","1.50","9.74","0.83","22.6M","11.4M","1.95M","8.6%","6.2%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","7.60","7.75","1.97","1.61","10640.00","0.36"
"ms","0.51","0.61","2.25","1.10","12.9K","7,000","-61.0%","-55.0%","6.88M","11.3M","4.50M","none","none","none","-0.30","-0.68","-0.07","0.38","0.00","none","none","1.62","4.19M","-6.38M","-7.46M","none","none","Dec 31","none","none","none","none","none","none","none","none","none","none","none","0.65","0.55","-15.38","1.61","2730.00","-16.99"
"msa","22.00","36.70","51.90","-0.31","24.9K","10.0K","+52.9%","+76.5%","443.2M","12.1M","9.10M","0.56","1.53%","none","20.23","2.64","0.64","44.84","2.12","1.81","13.92","0.82","537.7M","81.2M","31.6M","5.9%","9.2%","Dec 31","none","6.35%","13.86%","2.17","0.32","25.4M","16.0K","0.2%","16.0K","1.14","14.0K","35.75","40.15","12.31","1.61","543400.00","10.70"
"msb","2.47","2.70","3.45","0.30","10.5K","14.0K","-10.0%","+3.9%","35.4M","13.1M","12.3M","0.42","15.56%","none","0","0.38","0.07","0.40","0.07","none","7.18","6.70","5.29M","4.93M","4.93M","93.3%","93.3%","Jan 31","none","199.08%","none","none","none","887.0K","0","none","0","none","8,000","2.65","3.05","15.09","1.61","28620.00","13.49"
"msbf","8.25","10.50","12.45","0.25","182","1,000","+27.3%","+46.9%","13.1M","1.25M","800.0K","0.40","3.81%","none","12.32","1.21","0.30","6.03","1.35","0.85","8.69","1.74","7.41M","none","1.48M","20.0%","50.1%","June 30","none","1.58%","10.07%","none","none","1.68M","0","none","0","none","0","10.50","10.70","1.90","1.61","0.00","0.30"
"msbk","11.00","17.85","19.75","0.61","8,318","3,000","+60.4%","+85.2%","279.6M","15.7M","9.60M","none","none","none","6.63","0.94","0.28","5.59","2.75","2.69","18.93","3.19","82.7M","none","13.8M","16.7%","none","Dec 31","none","1.32%","14.55%","none","none","none","none","none","none","none","none","17.19","16.40","-4.60","1.61","15471.00","-6.20"
"msc","6.64","9.78","10.96","0.44","12.7K","12.0K","+0.3%","+15.8%","144.2M","14.7M","6.60M","none","none","none","9.86","-0.20","0.10","26.02","5.66","0.99","none","0.38","360.5M","30.4M","-2.69M","-0.7%","0%","Feb 28","none","-0.71%","-1.79%","2.36","0.73","83.2M","28.0K","0.4%","38.0K","2.54","11.0K","9.90","10.12","2.22","1.61","170280.00","0.61"
"mscc","9.469","31.10","40.10","1.13","1.23M","1.47M","+153.9%","+193.0%","874.2M","28.1M","23.8M","none","none","none","5.91","0.59","0.15","8.23","1.33","5.26","52.98","3.78","243.4M","27.4M","17.3M","7.1%","9.8%","Oct 1","none","none","none","none","none","none","none","none","none","none","none","30.80","29.70","-3.57","1.61","42476280.00","-5.18"
"msel","1.01","2.25","3.44","1.13","10.5K","7,000","-19.9%","-7.6%","17.8M","7.89M","2.80M","none","none","none","1.24","-12.63","0.12","61.04","7.22","1.81","none","0.04","490.0M","-85.6M","-101.4M","-20.4%","-19.4%","Dec 31","none","-55.23%","-685.25%","1.49","0.00","57.6M","4,000","0.1%","3,000","0.50","8,000","2.06","1.65","-19.90","1.61","7004.00","-21.51"
"msex","29.125","33.60","37.45","0.18","4,818","4,000","+13.4%","+30.9%","170.4M","5.07M","4.50M","1.26","3.75%","none","14.17","1.26","0.45","10.91","1.03","2.37","26.56","3.08","57.0M","19.2M","6.42M","11.7%","24.9%","Dec 31","none","3.01%","9.06%","0.74","1.24","5.21M","5,000","0.1%","6,000","1.25","4,000","33.89","33.92","0.09","1.61","40668.00","-1.52"
"msft","40.25","64.21","76.15","1.83","36.0M","26.9M","+13.4%","+30.9%","345.8B","5.39B","4.49B","none","none","none","9.01","1.16","0.23","4.60","6.71","7.13","55.59","13.96","25.7B","13.4B","6.42B","25.0%","46.1%","June 30","none","10.92%","13.63%","3.45","0","36.2B","71.1M","1.6%","62.4M","1.97","36.2M","64.77","66.27","2.32","1.61","1529012436.00","0.71"
"msi","0.50","0.63","0.88","1.55","3,545","4,000","-16.0%","-3.0%","9.41M","14.9M","6.60M","none","none","none","0.87","0.11","0.01","4.09","0.02","0.72","5.53","0.15","62.6M","2.33M","1.75M","2.8%","3.7%","June 30","none","5.71%","14.05%","1.54","0.80","261.0K","0","none","0","none","4,000","0.58","0.54","-6.90","1.61","1856.00","-8.51"
"msk","2.45","4.69","5.40","0.91","16.7K","57.0K","+25.1%","+44.4%","287.2M","61.2M","10.2M","none","none","none","8.55","0.65","0.17","8.39","0.11","0.55","7.23","0.56","513.7M","82.4M","39.7M","7.9%","10.7%","Dec 31","none","5.86%","7.15%","7.08","0","6.96M","49.0K","0.5%","62.0K","5.44","9,000","4.70","4.95","5.32","1.61","655180.00","3.71"
"msl","8.375","11.10","11.90","0.11","773","1,000","+28.7%","+48.5%","28.8M","2.59M","1.20M","0.20","1.80%","none","7.64","0.96","0.27","none","5.14","1.45","11.50","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","11.00","11.60","5.45","1.61","1100.00","3.85"
"mslv","5.00","7.95","24.625","none","245.1K","185.0K","-18.5%","-5.9%","296.0M","37.2M","13.0M","none","none","none","4.22","0.20","-0.17","3.56","3.76","1.88","39.55","2.23","137.9M","16.1M","8.27M","6.0%","8.0%","Dec 31","none","4.21%","5.46%","4.59","0","140.0M","255.0K","2.0%","378.0K","2.09","122.0K","7.93","7.85","-1.01","1.61","762866.00","-2.62"
"msm","13.90","18.35","19.21","0.82","68.3K","66.0K","+14.2%","+31.9%","1.28B","69.6M","29.1M","none","none","none","6.89","0.59","0.15","12.59","0.18","2.66","31.21","1.46","869.2M","104.3M","40.5M","4.7%","10.1%","Sep 1","none","none","none","none","none","none","none","none","none","none","none","18.23","19.75","8.34","1.61","619820.00","6.73"
"msn","1.00","1.26","2.05","0.80","24.4K","22.0K","-28.0%","-16.9%","39.5M","31.3M","14.5M","none","none","none","0.44","0.32","0.13","9.70","0.12","2.88","3.95","0.13","354.7M","12.3M","11.4M","3.2%","3.6%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","1.29","1.49","15.50","1.61","40119.00","13.89"
"mso","12.10","17.70","27.563","1.72","83.2K","63.0K","-21.3%","-9.2%","862.6M","48.7M","6.00M","none","none","none","4.38","0.45","0.10","6.02","2.69","4.04","39.42","2.94","296.1M","44.6M","22.1M","7.5%","11.2%","Dec 31","none","7.51%","10.97%","2.57","0","131.7M","1.66M","27.6%","1.81M","18.43","90.0K","17.98","16.45","-8.51","1.61","2684414.00","-10.12"
"mson","4.313","8.99","9.17","0.68","27.8K","53.0K","+37.0%","+58.1%","54.5M","6.06M","4.40M","none","none","none","3.16","-1.14","-0.01","4.98","0.90","2.84","none","1.80","30.8M","-3.16M","-6.87M","-22.3%","-13.9%","June 30","none","-20.23%","-29.83%","2.03","0.11","5.43M","2,000","0.0%","0","0.07","30.0K","8.65","9.50","9.83","1.61","345135.00","8.22"
"mss","5.61","6.50","27.125","0.82","132.8K","98.0K","-73.3%","-69.2%","74.7M","11.5M","9.50M","none","none","none","3.18","0.33","-0.37","12.71","0.06","2.04","19.94","0.51","119.3M","18.2M","2.49M","2.1%","13.4%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","6.27","9.41","50.08","1.61","376827.00","48.47"
"mssn","3.37","3.40","9.875","0.65","64.1K","43.0K","-46.7%","-38.4%","81.0M","23.8M","16.2M","none","none","none","5.74","0.18","0.03","8.29","0.29","0.59","18.58","0.41","145.9M","65.9M","1.51M","1.0%","7.1%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","3.39","3.50","3.24","1.61","192891.00","1.64"
"mstr","1.10","3.44","18.00","3.66","726.5K","1.05M","-71.5%","-67.1%","318.6M","92.6M","32.4M","none","none","none","-1.29","-0.11","0.37","2.36","0.46","none","none","1.46","202.9M","-107.0M","-2.56M","-33.5%","-61.3%","Dec 31","none","-33.08%","none","0.76","none","42.5M","5.11M","15.8%","5.32M","6.41","797.0K","3.58","3.85","7.54","1.61","1605272.00","5.93"
"msv","2.33","5.05","9.813","none","63.5K","69.0K","-35.4%","-25.4%","171.3M","33.9M","13.9M","none","none","none","4.30","-1.96","-1.92","56.05","0.68","1.17","none","0.09","1.89B","-47.0M","-65.9M","-3.5%","-2.8%","Dec 31","none","-8.80%","-33.52%","1.82","1.02","21.8M","544.0K","3.9%","658.0K","10.26","53.0K","4.86","6.25","28.60","1.61","220644.00","26.99"
"msw","10.50","11.99","14.50","0.44","59.3K","37.0K","-7.8%","+6.5%","205.3M","17.1M","13.5M","0.96","8.01%","none","6.18","1.01","0.33","8.74","0.32","1.94","11.92","1.37","153.4M","135.0M","17.6M","11.5%","68.6%","Dec 31","none","2.07%","17.02%","none","2.09","5.43M","254.0K","1.9%","0","3.02","84.0K","12.00","12.72","6.00","1.61","302400.00","4.39"
"mta","10.85","16.40","23.813","1.61","63.3K","36.0K","+2.5%","+18.3%","3.40B","207.5M","83.0M","none","none","none","7.13","1.19","0.46","8.47","0.18","2.30","13.83","1.94","1.76B","719.5M","246.8M","19.0%","22.7%","Dec 31","none","12.06%","17.81%","0.61","0.64","37.3M","427.0K","0.5%","558.0K","8.54","50.0K","16.20","16.99","4.88","1.61","405000.00","3.27"
"mtb","54.55","70.50","82.11","0.67","269.7K","214.0K","+26.8%","+46.4%","6.66B","94.5M","84.9M","1.00","1.42%","none","31.23","3.53","0.98","21.87","8.29","2.26","19.98","3.22","2.15B","none","348.3M","16.2%","none","Dec 31","none","1.21%","12.83%","none","none","none","none","none","none","none","none","70.20","72.85","3.77","1.61","19599840.00","2.17"
"mtch","3.125","6.65","8.50","none","17.6K","16.0K","+0.4%","+15.9%","85.4M","12.8M","4.90M","none","none","none","6.42","0.83","0.05","35.05","1.75","1.03","8.00","0.19","472.8M","25.7M","11.3M","2.4%","4.4%","May 31","none","5.50%","14.18%","1.58","0.19","22.4M","3,000","0.1%","3,000","0.20","15.0K","6.65","7","5.26","1.61","37240.00","3.65"
"mtd","36.50","49.27","56.00","1.03","148.6K","152.0K","+6.8%","+23.3%","1.98B","40.2M","26.5M","none","none","none","5.78","1.53","0.48","26.54","0.61","8.52","32.27","1.86","1.13B","138.9M","64.9M","5.8%","9.6%","Dec 31","none","7.54%","34.10%","1.25","1.08","24.7M","288.0K","1.1%","373.0K","1.49","194.0K","49.25","51.85","5.28","1.61","3393325.00","3.67"
"mte","5.83","5.83","6.00","none","none","none","none","none","1.84B","315.0M","135.4M","none","none","none","none","0.73","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","5.83","6.01","3.09","1.61","6996.00","1.48"
"mtec","8.50","18.50","26.12","0.06","47.3K","65.0K","+75.1%","+102.2%","59.1M","3.20M","1.70M","none","none","none","5.60","1.01","0.32","16.87","0.68","3.30","18.34","1.10","59.9M","12.4M","3.60M","6.0%","15.1%","July 31","none","none","none","none","none","none","none","none","none","none","none","19.40","26.30","35.57","1.61","1697500.00","33.96"
"mtek","0.50","0.53","3.016","0.15","9,045","12.0K","-82.3%","-79.6%","3.22M","6.08M","5.40M","none","none","none","1.10","-1.16","-0.15","4.93","0.23","0.48","none","0.11","28.7M","-7.60M","-7.15M","-23.0%","-33.6%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","0.51","0.61","19.61","1.61","2142.00","18.00"
"mtex","0.85","3.60","4.61","1.58","53.8K","51.0K","+85.8%","+114.4%","90.2M","25.1M","13.3M","none","none","none","0.65","-0.29","-0.01","5.30","0.23","5.54","none","0.68","130.9M","-3.76M","-7.31M","-5.6%","-5.9%","Dec 31","none","-19.76%","-39.31%","1.37","0.03","5.80M","12.0K","0.1%","64.0K","0.18","68.0K","3.92","2.82","-28.06","1.61","174832.00","-29.67"
"mtg","50.56","58.55","77.31","0.72","844.5K","564.0K","-7.2%","+7.2%","6.28B","107.2M","84.7M","0.10","0.17%","none","27.77","5.66","1.47","11.97","0.09","2.11","10.35","4.89","1.29B","none","610.5M","47.2%","68.9%","Dec 31","none","15.12%","23.28%","none","0.13","10.0M","3.03M","3.6%","2.50M","3.05","992.0K","58.49","61.72","5.52","1.61","20331124.00","3.91"
"mtgny","71.00","109.00","171.00","0.90","136","0","-25.7%","-14.2%","1.45B","13.3M","8.18M","none","none","none","13.27","0.57","-0.37","42.84","8.13","8.21","192.24","2.54","582.1M","29.5M","7.60M","1.2%","5.3%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","109","109","0.00","1.61","0.00","-1.61"
"mth","20.625","44.69","59.96","1.01","33.6K","25.0K","+91.7%","+121.3%","241.9M","5.41M","2.30M","none","none","none","29.70","8.05","2.46","115.01","0.27","1.50","5.55","0.39","668.7M","81.1M","46.9M","7.0%","11.4%","Dec 31","none","13.88%","35.61%","none","1.16","1.46M","256.0K","11.1%","231.0K","8.00","32.0K","45.75","51.50","12.57","1.61","2470500.00","10.96"
"mtic","0.68","1.93","7.063","1.66","100.5K","55.0K","-64.5%","-59.0%","62.7M","32.5M","14.0M","none","none","none","1.23","-2.00","-0.08","4.28","0.38","1.56","none","0.45","138.6M","-23.4M","-64.8M","-46.8%","-22.5%","Apr 7","none","none","none","none","none","none","none","none","none","none","none","1.82","1.80","-1.10","1.61","354172.00","-2.71"
